"","X.1","X","workerid","pref1","order0","simPreference0","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","obj1","obj2","pref0","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","education","enjoyment","language","gender","comments","age","assess","uttFeat","targetOC27","obj1OC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode"
"48",48,48,2,"circle",112,0,212,3,0,"square","shape",8.2745,0.5,112,212,"cloud","circle",0.6,212,3,"circle",1,0.5,"female",322,"cloud",0.5,3,322,"cloud",1,"solid","321",0.75,"square","['solid', 'striped', 'red']",0,"321-3","square",0.75,4180,3,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",2,11,10,11,15,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,NA,0,NA,NA,0.66667,0.33333,0,0,0,NA,0,NA,NA,0.8,0.2,0,213221
"49",49,49,3,"circle",233,0.5,313,4,0.344827586206897,"cloud","shape",7.7028,1,212,313,"cloud","square",0.7,313,3,"square",1,0.551724137931034,"female",212,"circle",0.103448275862069,0,233,"circle",0,"green","22b2b",0.15,"square","['solid', 'polka-dotted', 'red', 'green']",0.5,"22b2b-2","cloud",0.8,25000,0,4,2,"English","Male",NA,49,"Yes",3,21,11,21,26,NA,NA,NA,NA,NA,NA,0.842102049849657,0.157897950150343,NA,0,NA,0,0,0,NA,1,0,NA,0,NA,0,0,0,NA,1,0,NA,322121
"50",50,50,3,"circle",131,0.5,131,3,0.529411764705882,"cloud","shape",7.7028,1,111,131,"cloud","square",0.7,231,3,"square",1,0.470588235294118,"female",111,"circle",0,0,231,"circle",0,"polka-dotted","322b",0,"square","['solid', 'polka-dotted', 'blue']",0.9,"322b-2","cloud",0.8,500,1,4,2,"English","Male",NA,49,"Yes",2,7,1,7,8,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,0,NA,NA,1,0,NA,0,0,NA,0,NA,NA,1,0,NA,323221
"51",51,51,3,"circle",332,0.5,113,5,0.542857142857143,"cloud","shape",7.7028,1,332,113,"cloud","square",0.7,113,3,"square",1,0.457142857142857,"female",223,"circle",0,0,223,"circle",0,"green","211",0,"square","['solid', 'striped', 'polka-dotted', 'red', 'green']",0.95,"211-3","cloud",0.8,17100,2,4,2,"English","Male",NA,49,"Yes",3,19,18,19,23,NA,NA,NA,NA,NA,NA,0.54286,0,0.45714,0,NA,0,0,0,0,0.66667,0,0.33333,0,NA,0,0,0,0,0.8,0,0.2,322121
"52",52,52,3,"circle",111,0.5,312,4,0.411764705882353,"cloud","shape",7.7028,1,111,312,"cloud","square",0.7,332,3,"square",1,0.588235294117647,"female",312,"circle",0,0,332,"circle",0,"solid","22a2b",0,"square","['solid', 'polka-dotted', 'blue', 'red']",0.7,"22a2b-2a","cloud",1,7350,3,4,2,"English","Male",NA,49,"Yes",2,12,1,12,18,NA,NA,NA,0.58824,0.41176,NA,NA,NA,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,1,0,NA,0,0,NA,213232
"53",53,53,3,"striped",222,0,222,4,0.27027027027027,"polka-dotted","texture",7.7028,0.5,211,222,"solid","striped",0.65,233,3,"striped",2,0.27027027027027,"female",211,"solid",0.459459459459459,1,233,"solid",1,"circle","311",0.85,"polka-dotted","['circle', 'blue', 'red', 'green']",0.5,"311-3","polka-dotted",0.5,23790,0,4,2,"English","Male",NA,49,"Yes",1,14,2,14,26,NA,NA,NA,0.45946,0.27027,0.27027,NA,NA,NA,0,NA,NA,1,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,322121
"54",54,54,3,"striped",233,0,221,4,0.166666666666667,"polka-dotted","texture",7.7028,0.5,311,221,"solid","striped",0.65,221,3,"striped",2,0.166666666666667,"female",311,"solid",0.666666666666667,1,233,"solid",1,"blue","22b1",1,"polka-dotted","['circle', 'square', 'blue', 'green']",0.25,"22b1-3","polka-dotted",0.25,23081,1,4,2,"English","Male",NA,49,"Yes",3,5,3,5,26,NA,NA,NA,NA,NA,NA,0.666663333366666,0.166668333316667,0.166668333316667,0,0,NA,0,NA,0,1,0,0,0,0,NA,0,NA,0,1,0,0,213221
"55",55,55,3,"striped",332,0,332,4,0.0294117647058824,"polka-dotted","texture",7.7028,0.5,122,332,"solid","striped",0.65,122,3,"striped",2,0.382352941176471,"female",313,"solid",0.588235294117647,1,313,"solid",1,"square","22b1",1,"polka-dotted","['cloud', 'square', 'red', 'green']",0.05,"22b1-3","polka-dotted",0.65,12881,2,4,2,"English","Male",NA,49,"Yes",1,18,13,18,21,NA,NA,NA,0.38235,0.02941,0.58824,NA,NA,NA,0,0,NA,0,0,1,0,0,NA,0,0,NA,0,0,1,0,0,NA,322121
"56",56,56,3,"striped",222,0,321,4,0.0434782608695652,"polka-dotted","texture",7.7028,0.5,321,222,"solid","striped",0.65,321,3,"striped",2,0.0869565217391304,"female",332,"solid",0.869565217391304,1,332,"solid",1,"square","22b2b",1,"polka-dotted","['circle', 'square', 'blue', 'red']",0.05,"22b2b-2","polka-dotted",0.1,7631,3,4,2,"English","Male",NA,49,"Yes",1,6,6,14,18,NA,NA,NA,0.909088057875864,0.0909119421241362,NA,NA,NA,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,1,0,NA,0,0,NA,212212
"57",57,57,3,"red",111,0.5,123,5,0.137931034482759,"blue","color",7.7028,1,111,332,"blue","blue",0.8,332,2,"green",3,0.517241379310345,"female",123,"red",0.344827586206897,2,123,"red",0,"cloud","211",0.5,"green","['cloud', 'square', 'solid', 'striped', 'polka-dotted']",0.2,"211-3","green",0.75,14662,0,4,2,"English","Male",NA,49,"Yes",1,22,1,18,22,NA,NA,NA,NA,NA,NA,0.51724,0.34483,0.13793,0,0,NA,0,0,0,0.66667,0.33333,0,0,0,NA,0,0,0,0.8,0.2,0,212121
"58",58,58,3,"red",333,0.5,131,4,0.387096774193548,"blue","color",7.7028,1,131,122,"blue","blue",0.8,131,2,"green",3,0.483870967741935,"female",122,"red",0.129032258064516,2,333,"red",0,"cloud","22b1",0.2,"green","['cloud', 'square', 'striped', 'polka-dotted']",0.6,"22b1-3","green",0.75,26722,1,4,2,"English","Male",NA,49,"Yes",1,7,7,13,27,NA,NA,NA,NA,NA,NA,0.3871,0.12903,0.48387,0,0,NA,0,0,NA,0,0,1,0,0,NA,0,0,NA,0,0,1,212211
"59",59,59,3,"red",122,0.5,121,3,0.472222222222222,"blue","color",7.7028,1,121,112,"blue","blue",0.8,121,2,"green",3,0.416666666666667,"female",112,"red",0.111111111111111,2,122,"red",0,"striped","322b",0.2,"green","['cloud', 'solid', 'striped']",0.85,"322b-2","green",0.75,2591,2,4,2,"English","Male",NA,49,"Yes",2,4,4,10,13,NA,NA,NA,NA,NA,NA,0.809524625855005,0.190475374144995,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,NA,213212
"60",60,60,3,"red",233,0.5,233,4,0.447368421052632,"blue","color",7.7028,1,111,132,"blue","blue",0.8,111,2,"green",3,0.447368421052632,"female",132,"red",0.105263157894737,2,233,"red",0,"polka-dotted","22b1",0.2,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.85,"22b1-3","green",0.85,24052,3,4,2,"English","Male",NA,49,"Yes",2,26,1,16,26,NA,NA,NA,NA,NA,NA,0.44737,0.10526,0.44737,0,0,NA,0,0,NA,1,0,0,0,0,NA,0,0,NA,1,0,0,322121
"61",61,61,3,"circle",211,0.5,311,2,0.25,"cloud","shape",7.7028,1,111,211,"cloud","square",0.9,111,3,"square",1,0.5,"female",311,"circle",0.25,3,311,"circle",0,"blue","331",0.5,"square","['solid', 'blue']",0.5,"331-3","cloud",1,0,0,4,2,"English","Male",NA,49,"Yes",3,3,1,2,3,NA,NA,NA,NA,NA,NA,0.5,0.25,0.25,0,NA,NA,0,NA,NA,1,0,0,0,NA,NA,0,NA,NA,1,0,0,323221
"62",62,62,3,"circle",332,0.5,321,4,0.294117647058824,"cloud","shape",7.7028,1,221,321,"cloud","square",0.9,321,3,"square",1,0.588235294117647,"female",221,"circle",0.117647058823529,3,332,"circle",0,"blue","22a2b",0.2,"square","['striped', 'polka-dotted', 'blue', 'red']",0.5,"22a2b-2b","cloud",1,6940,1,4,2,"English","Male",NA,49,"Yes",3,6,5,6,18,NA,NA,NA,0.833330972247801,NA,0.166669027752199,NA,NA,NA,0,0,NA,1,NA,0,0,0,NA,0,0,NA,1,NA,0,0,0,NA,213221
"63",63,63,3,"circle",112,0.5,332,4,0.172413793103448,"cloud","shape",7.7028,1,112,332,"cloud","square",0.9,332,3,"square",1,0.689655172413793,"female",133,"circle",0.137931034482759,3,133,"circle",0,"red","22b2b",0.2,"square","['solid', 'polka-dotted', 'red', 'green']",0.25,"22b2b-2","cloud",1,21690,2,4,2,"English","Male",NA,49,"Yes",3,18,10,18,25,NA,NA,NA,NA,NA,NA,0.800004639994432,0.199995360005568,NA,0,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,1,0,NA,213221
"64",64,64,3,"circle",212,0.5,122,3,0.411764705882353,"cloud","shape",7.7028,1,212,122,"cloud","square",0.9,222,3,"square",1,0.588235294117647,"female",122,"circle",0,3,222,"circle",0,"striped","322b",0,"square","['solid', 'striped', 'red']",0.7,"322b-2","cloud",1,3620,3,4,2,"English","Male",NA,49,"Yes",2,13,11,13,14,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,NA,323221
"65",65,65,4,"striped",323,0,332,4,0.208333333333333,"striped","texture",9.34245,1,132,332,"solid","polka-dotted",0.65,132,3,"polka-dotted",2,0.791666666666667,"female",332,"solid",0,0,323,"solid",0.5,"square","22a2b",0,"polka-dotted","['cloud', 'square', 'red', 'green']",0.25,"22a2b-2a","striped",0.95,19221,0,3,1,"english","Female","thank you",58,"Yes",1,18,16,18,24,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,1,0,NA,0,0,NA,322121
"66",66,66,4,"striped",212,0,133,5,0,"striped","texture",9.34245,1,212,313,"solid","polka-dotted",0.65,313,3,"polka-dotted",2,0.909090909090909,"female",133,"solid",0.0909090909090909,0,133,"solid",0.5,"green","22b1",0.1,"polka-dotted","['cloud', 'circle', 'square', 'red', 'green']",0,"22b1-2","striped",1,22241,1,3,1,"english","Female","thank you",58,"Yes",3,25,11,21,25,NA,NA,NA,1,0,NA,NA,NA,NA,0,NA,0,1,0,NA,0,0,0,0,NA,0,1,0,NA,0,0,0,322121
"67",67,67,4,"striped",321,0,321,4,0,"striped","texture",9.34245,1,311,321,"solid","polka-dotted",0.65,232,3,"polka-dotted",2,0.606060606060606,"female",311,"solid",0.393939393939394,0,232,"solid",0.5,"blue","22a1",0.65,"polka-dotted","['circle', 'square', 'blue', 'red']",0,"22a1-3","striped",1,5721,2,3,1,"english","Female","thank you",58,"Yes",3,6,3,6,17,NA,NA,NA,0.39394,0.60606,0,NA,NA,NA,0,0,NA,0,1,0,0,0,NA,0,0,NA,0,1,0,0,0,NA,212121
"68",68,68,4,"striped",322,0,131,5,0,"striped","texture",9.34245,1,131,322,"solid","polka-dotted",0.65,131,3,"polka-dotted",2,0.740740740740741,"female",113,"solid",0.259259259259259,0,113,"solid",0.5,"cloud","211",0.35,"polka-dotted","['cloud', 'square', 'blue', 'red', 'green']",0,"211-3","striped",1,9131,3,3,1,"english","Female","thank you",58,"Yes",1,7,7,15,19,NA,NA,NA,0.74074,0,0.25926,NA,NA,NA,0,0,NA,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,211111
"69",69,69,4,"striped",122,1,312,4,0.666666666666667,"polka-dotted","texture",9.34245,0.5,331,312,"solid","solid",0.4,331,3,"solid",2,0.333333333333333,"female",312,"striped",0,1,122,"striped",0,"red","22b1",0,"polka-dotted","['cloud', 'square', 'blue', 'red']",1,"22b1-3","polka-dotted",0.5,2831,0,3,1,"english","Female","thank you",58,"Yes",3,12,9,12,13,NA,NA,NA,0.66667,0,0.33333,NA,NA,NA,0,0,NA,0.66667,0,0.33333,0,0,NA,0,0,NA,0.8,0,0.2,0,0,NA,322121
"70",70,70,4,"striped",211,1,211,5,0.645161290322581,"polka-dotted","texture",9.34245,0.5,211,232,"solid","solid",0.4,313,3,"solid",2,0.32258064516129,"female",232,"striped",0.032258064516129,1,313,"striped",0,"circle","22b1",0.05,"polka-dotted","['circle', 'square', 'blue', 'red', 'green']",1,"22b1-2","polka-dotted",0.5,12611,1,3,1,"english","Female","thank you",58,"Yes",1,2,2,17,21,NA,NA,NA,0.666666666666667,0.333333333333333,NA,NA,NA,NA,0,0,NA,1,0,NA,0,0,0,0,0,NA,1,0,NA,0,0,0,212211
"71",71,71,4,"striped",221,1,212,4,0.606060606060606,"polka-dotted","texture",9.34245,0.5,221,131,"solid","solid",0.4,131,3,"solid",2,0.333333333333333,"female",212,"striped",0.0606060606060606,1,212,"striped",0,"circle","22b1",0.1,"polka-dotted","['cloud', 'circle', 'blue', 'red']",1,"22b1-3","polka-dotted",0.55,1391,2,3,1,"english","Female","thank you",58,"Yes",1,11,5,7,11,NA,NA,NA,0.60606,0.33333,0.06061,NA,NA,NA,0,0,NA,1,0,0,0,0,NA,0,0,NA,1,0,0,0,0,NA,212121
"72",72,72,4,"striped",313,1,313,4,0.606060606060606,"polka-dotted","texture",9.34245,0.5,321,312,"solid","solid",0.4,321,3,"solid",2,0.333333333333333,"female",312,"striped",0.0606060606060606,1,313,"striped",0,"square","321",0.1,"polka-dotted","['square', 'blue', 'red', 'green']",1,"321-2","polka-dotted",0.55,12000,3,3,1,"english","Female","thank you",58,"Yes",1,21,6,12,21,NA,NA,NA,0.909085454572727,0.0909145454272728,NA,NA,NA,NA,0,NA,NA,1,0,NA,0,0,0,0,NA,NA,1,0,NA,0,0,0,323221
"73",73,73,4,"striped",313,0,323,2,0.277777777777778,"polka-dotted","texture",9.34245,0.5,313,323,"solid","striped",0.55,333,3,"striped",2,0.277777777777778,"female",323,"solid",0.444444444444444,2,333,"solid",1,"square","331",0.8,"polka-dotted","['square', 'green']",0.5,"331-3","polka-dotted",0.5,28730,0,3,1,"english","Female","thank you",58,"Yes",1,24,21,24,27,NA,NA,NA,NA,NA,NA,0.44444,0.27778,0.27778,0,NA,NA,0,NA,NA,1,0,0,0,NA,NA,0,NA,NA,1,0,0,323221
"74",74,74,4,"striped",133,0,133,4,0,"polka-dotted","texture",9.34245,0.5,112,312,"solid","striped",0.55,312,3,"striped",2,0.515151515151515,"female",112,"solid",0.484848484848485,2,133,"solid",1,"cloud","22a2b",0.8,"polka-dotted","['cloud', 'square', 'red', 'green']",0,"22a2b-2a","polka-dotted",0.85,20881,1,3,1,"english","Female","thank you",58,"Yes",1,25,10,12,25,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,212121
"75",75,75,4,"striped",122,0,222,3,0,"polka-dotted","texture",9.34245,0.5,212,122,"solid","striped",0.55,222,3,"striped",2,0.459459459459459,"female",212,"solid",0.54054054054054,2,222,"solid",1,"circle","322b",1,"polka-dotted","['cloud', 'circle', 'red']",0,"322b-2","polka-dotted",0.85,3621,2,3,1,"english","Female","thank you",58,"Yes",1,14,11,13,14,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,1,0,NA,0,NA,NA,0,0,NA,1,0,NA,0,NA,NA,213232
"76",76,76,4,"striped",233,0,323,5,0,"polka-dotted","texture",9.34245,0.5,112,323,"solid","striped",0.55,112,3,"striped",2,0.444444444444444,"female",323,"solid",0.555555555555556,2,233,"solid",1,"green","211",1,"polka-dotted","['cloud', 'circle', 'square', 'red', 'green']",0,"211-3","polka-dotted",0.8,25621,3,3,1,"english","Female","thank you",58,"Yes",3,24,10,24,26,NA,NA,NA,0.55556,0.44444,0,NA,NA,NA,0,NA,0,1,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,322121
"77",77,77,4,"red",212,1,213,4,0.303030303030303,"green","color",9.34245,0.5,212,122,"blue","blue",0.6,213,3,"blue",3,0.606060606060606,"female",122,"red",0.0909090909090909,3,213,"red",0,"circle","22a2b",0.15,"green","['cloud', 'circle', 'solid', 'striped']",0.5,"22a2b-2b","green",1,10452,0,3,1,"english","Female","thank you",58,"Yes",1,20,11,13,20,NA,NA,NA,NA,NA,NA,0.869563969754796,0.130436030245204,NA,0,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,1,0,NA,212121
"78",78,78,4,"red",233,1,231,4,0.512820512820513,"green","color",9.34245,0.5,121,231,"blue","blue",0.6,231,3,"blue",3,0.384615384615385,"female",121,"red",0.102564102564103,3,233,"red",0,"polka-dotted","22a2b",0.2,"green","['cloud', 'circle', 'striped', 'polka-dotted']",1,"22a2b-2b","green",0.75,23242,1,3,1,"english","Female","thank you",58,"Yes",2,8,4,8,26,NA,NA,NA,NA,NA,NA,0.571425387769656,0.428574612230344,NA,0,NA,0,0,0,NA,1,0,NA,0,NA,0,0,0,NA,1,0,NA,323221
"79",79,79,4,"red",232,1,221,4,0.555555555555556,"green","color",9.34245,0.5,221,232,"blue","blue",0.6,221,3,"blue",3,0.333333333333333,"female",123,"red",0.111111111111111,3,123,"red",0,"striped","22b1",0.2,"green","['cloud', 'circle', 'striped', 'polka-dotted']",1,"22b1-3","green",0.6,14542,2,3,1,"english","Female","thank you",58,"Yes",2,5,5,17,22,NA,NA,NA,NA,NA,NA,0.55556,0.33333,0.11111,0,0,NA,0,0,NA,1,0,0,0,0,NA,0,0,NA,1,0,0,212211
"80",80,80,4,"red",132,1,131,4,0.555555555555556,"green","color",9.34245,0.5,131,212,"blue","blue",0.6,131,3,"blue",3,0.333333333333333,"female",212,"red",0.111111111111111,3,132,"red",0,"cloud","22a2b",0.2,"green","['cloud', 'circle', 'solid', 'polka-dotted']",1,"22a2b-2b","green",0.6,5062,3,3,1,"english","Female","thank you",58,"Yes",1,7,7,11,16,NA,NA,NA,NA,NA,NA,0.833335833320833,0.166664166679167,NA,0,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,1,0,NA,212112
"81",81,81,5,"striped",112,0.5,112,4,0.517241379310345,"solid","texture",6.62686666666667,0,131,112,"solid","striped",0.75,133,3,"striped",2,0.137931034482759,"female",131,"polka-dotted",0.344827586206897,0,133,"polka-dotted",1,"cloud","321",0.5,"polka-dotted","['cloud', 'blue', 'red', 'green']",0.75,"321-2","solid",0.2,20660,0,3,2,"English","Female",NA,34,"Yes",1,10,7,10,25,NA,NA,NA,0.789474487537586,0.210525512462414,NA,NA,NA,NA,0,NA,NA,1,0,NA,0,0,0,0,NA,NA,1,0,NA,0,0,0,322121
"82",82,82,5,"striped",331,0.5,321,4,0.344827586206897,"solid","texture",6.62686666666667,0,321,331,"solid","striped",0.75,212,3,"striped",2,0.137931034482759,"female",321,"polka-dotted",0.517241379310345,0,212,"polka-dotted",1,"blue","22a1",0.75,"polka-dotted","['circle', 'square', 'blue', 'red']",0.5,"22a1-3","solid",0.2,1531,1,3,2,"English","Female",NA,34,"Yes",3,6,6,9,11,NA,NA,NA,NA,NA,NA,0.51724,0.13793,0.34483,0,0,NA,0,0,NA,0.66667,0,0.33333,0,0,NA,0,0,NA,0.8,0,0.2,212111
"83",83,83,5,"striped",313,0.5,312,4,0.387096774193548,"solid","texture",6.62686666666667,0,312,232,"solid","striped",0.75,312,3,"striped",2,0.0967741935483871,"female",232,"polka-dotted",0.516129032258065,0,313,"polka-dotted",1,"red","22a2b",0.8,"polka-dotted","['circle', 'square', 'red', 'green']",0.6,"22a2b-2a","solid",0.15,12711,2,3,2,"English","Female",NA,34,"Yes",3,12,12,17,21,NA,NA,NA,0.8000082666832,0.1999917333168,NA,NA,NA,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,1,0,NA,0,0,NA,212222
"84",84,84,5,"striped",131,0.5,323,5,0.375,"solid","texture",6.62686666666667,0,131,213,"solid","striped",0.75,213,3,"striped",2,0.09375,"female",323,"polka-dotted",0.53125,0,323,"polka-dotted",1,"green","211",0.85,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.6,"211-3","solid",0.15,19481,3,3,2,"English","Female",NA,34,"Yes",3,24,7,20,24,NA,NA,NA,0.53125,0.375,0.09375,NA,NA,NA,0,0,NA,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,322121
"85",85,85,5,"striped",331,1,313,4,0.5,"striped","texture",6.62686666666667,0,331,313,"solid","solid",0.6,123,2,"solid",2,0.333333333333333,"female",313,"striped",0.166666666666667,1,123,"polka-dotted",0.5,"green","22b1",0.25,"polka-dotted","['cloud', 'square', 'blue', 'green']",0.75,"22b1-3","polka-dotted",0.5,15281,0,3,2,"English","Female",NA,34,"Yes",3,21,9,21,22,NA,NA,NA,0.5,0.16667,0.33333,NA,NA,NA,0,0,NA,0.66667,0,0.33333,0,0,NA,0,0,NA,0.8,0,0.2,0,0,NA,322121
"86",86,86,5,"striped",332,1,213,5,0.548387096774194,"striped","texture",6.62686666666667,0,221,332,"solid","solid",0.6,221,2,"solid",2,0.32258064516129,"female",213,"striped",0.129032258064516,1,213,"polka-dotted",0.5,"circle","211",0.2,"polka-dotted","['circle', 'square', 'blue', 'red', 'green']",0.85,"211-3","polka-dotted",0.5,11091,1,3,2,"English","Female",NA,34,"Yes",1,20,5,18,20,NA,NA,NA,0.54839,0.32258,0.12903,NA,NA,NA,0,0,NA,0.88889,0.11111,0,0,0,0,0,0,NA,0.94118,0.05882,0,0,0,0,212121
"87",87,87,5,"striped",323,1,113,4,0.620689655172414,"striped","texture",6.62686666666667,0,131,113,"solid","solid",0.6,131,2,"solid",2,0.241379310344828,"female",113,"striped",0.137931034482759,1,323,"polka-dotted",0.5,"cloud","22b1",0.2,"polka-dotted","['cloud', 'square', 'blue', 'green']",0.9,"22b1-3","polka-dotted",0.35,19301,2,3,2,"English","Female",NA,34,"Yes",1,19,7,19,24,NA,NA,NA,NA,NA,NA,0.62069,0.13793,0.24138,0,0,NA,0,0,NA,1,0,0,0,0,NA,0,0,NA,1,0,0,213221
"88",88,88,5,"striped",232,1,212,2,0.633333333333333,"striped","texture",6.62686666666667,0,212,222,"solid","solid",0.6,222,2,"solid",2,0.233333333333333,"female",212,"striped",0.133333333333333,1,232,"polka-dotted",0.5,"circle","331",0.2,"polka-dotted","['circle', 'red']",0.95,"331-3","polka-dotted",0.35,6480,3,3,2,"English","Female",NA,34,"Yes",1,11,11,14,17,NA,NA,NA,NA,NA,NA,0.633336333363334,0.133331333313333,0.233332333323333,0,NA,NA,0,NA,NA,1,0,0,0,NA,NA,0,NA,NA,1,0,0,323211
"89",89,89,5,"circle",123,1,123,3,0.444444444444444,"square","shape",6.62686666666667,0.5,321,123,"cloud","cloud",0.65,321,3,"cloud",1,0.277777777777778,"female",223,"circle",0.277777777777778,2,223,"circle",0,"striped","321",0.5,"square","['striped', 'blue', 'green']",0.8,"321-3","square",0.5,17550,0,3,2,"English","Female",NA,34,"Yes",2,22,6,22,23,NA,NA,NA,NA,NA,NA,0.44444,0.27778,0.27778,0,NA,NA,0,0,NA,1,0,0,0,NA,NA,0,0,NA,1,0,0,323221
"90",90,90,5,"circle",231,1,132,4,0.484848484848485,"square","shape",6.62686666666667,0.5,231,212,"cloud","cloud",0.65,132,3,"cloud",1,0.303030303030303,"female",212,"circle",0.212121212121212,2,132,"circle",0,"red","22b2b",0.35,"square","['solid', 'polka-dotted', 'blue', 'red']",0.8,"22b2b-2","square",0.5,5070,1,3,2,"English","Female",NA,34,"Yes",3,16,8,11,16,NA,NA,NA,NA,NA,NA,0.695654045367806,0.304345954632194,NA,0,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,1,0,NA,322121
"91",91,91,5,"circle",323,1,133,4,0.484848484848485,"square","shape",6.62686666666667,0.5,213,323,"cloud","cloud",0.65,213,3,"cloud",1,0.303030303030303,"female",133,"circle",0.212121212121212,2,133,"circle",0,"green","311",0.35,"square","['solid', 'striped', 'polka-dotted', 'green']",0.8,"311-3","square",0.5,22960,2,3,2,"English","Female",NA,34,"Yes",3,25,20,24,25,NA,NA,NA,NA,NA,NA,0.48485,0.30303,0.21212,0,NA,NA,0,0,0,1,0,0,0,NA,NA,0,0,0,1,0,0,322121
"92",92,92,5,"circle",213,1,311,4,0.484848484848485,"square","shape",6.62686666666667,0.5,311,331,"cloud","cloud",0.65,331,3,"cloud",1,0.363636363636364,"female",311,"circle",0.151515151515152,2,213,"circle",0,"solid","22a2b",0.25,"square","['solid', 'polka-dotted', 'blue', 'green']",0.8,"22a2b-2a","square",0.6,9990,3,3,2,"English","Female",NA,34,"Yes",2,3,3,9,20,NA,NA,NA,0.705877785542356,0.294122214457644,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,212222
"93",93,93,5,"striped",223,0,223,4,0.3125,"polka-dotted","texture",6.62686666666667,0.5,311,231,"solid","striped",0.6,231,3,"striped",2,0.1875,"female",311,"solid",0.5,3,223,"solid",1,"circle","22b1",0.8,"polka-dotted","['circle', 'square', 'blue', 'green']",0.5,"22b1-3","polka-dotted",0.3,15631,0,3,2,"English","Female",NA,34,"Yes",1,23,3,8,23,NA,NA,NA,0.5,0.1875,0.3125,NA,NA,NA,0,NA,0,0.66667,0,0.33333,0,0,NA,0,NA,0,0.8,0,0.2,0,0,NA,322121
"94",94,94,5,"striped",123,0,123,5,0.32258064516129,"polka-dotted","texture",6.62686666666667,0.5,221,123,"solid","striped",0.6,221,3,"striped",2,0.129032258064516,"female",333,"solid",0.548387096774194,3,333,"solid",1,"green","22b1",0.85,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.5,"22b1-2","polka-dotted",0.2,28141,1,3,2,"English","Female",NA,34,"Yes",3,22,5,22,27,NA,NA,NA,0.809527324259691,0.190472675740309,NA,NA,NA,NA,0,0,NA,1,0,NA,0,0,0,0,0,NA,1,0,NA,0,0,0,322121
"95",95,95,5,"striped",231,0,121,3,0.32258064516129,"polka-dotted","texture",6.62686666666667,0.5,211,121,"solid","striped",0.6,121,3,"striped",2,0.129032258064516,"female",211,"solid",0.548387096774194,3,231,"solid",1,"blue","321",0.85,"polka-dotted","['cloud', 'circle', 'blue']",0.5,"321-3","polka-dotted",0.2,391,2,3,2,"English","Female",NA,34,"Yes",3,4,2,4,8,NA,NA,NA,0.54839,0.12903,0.32258,NA,NA,NA,0,NA,NA,1,0,0,0,0,NA,0,NA,NA,1,0,0,0,0,NA,322121
"96",96,96,5,"striped",211,0,333,4,0.0833333333333333,"polka-dotted","texture",6.62686666666667,0.5,211,313,"solid","striped",0.6,313,3,"striped",2,0.208333333333333,"female",333,"solid",0.708333333333333,3,333,"solid",1,"green","22a2b",0.85,"polka-dotted","['circle', 'square', 'blue', 'green']",0.1,"22a2b-2b","polka-dotted",0.25,27911,3,3,2,"English","Female",NA,34,"Yes",3,27,2,21,27,NA,NA,NA,NA,NA,NA,0.714290612356854,0.285709387643146,NA,0,0,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,NA,323221
