"","X","workerid","pref1","order0","simPreference0","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","obj1","obj2","pref0","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","education","enjoyment","language","gender","comments","age","assess","uttFeat","targetOC27","obj1OC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"47",47,2,"circle",121,0,331,4,0.103448275862069,"square","shape",8.2745,0.5,121,331,"cloud","circle",0.6,331,3,"circle",1,0.448275862068965,"female",232,"cloud",0.448275862068965,3,232,"cloud",1,"blue","22b1",0.65,"square","['striped', 'polka-dotted', 'blue', 'red']",0.15,"22b1-3","square",0.65,5910,2,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",3,9,4,9,17,0.10345,0.44828,0.44828,NA,NA,NA,NA,NA,NA,0.09804,0.41176,0.4902,0,0,0,0,0,0,0.1017,0.38789,0.51041,0,0,0,0,0,0,212211,0
"48",48,2,"circle",112,0,212,3,0,"square","shape",8.2745,0.5,112,212,"cloud","circle",0.6,212,3,"circle",1,0.5,"female",322,"cloud",0.5,3,322,"cloud",1,"solid","321",0.75,"square","['solid', 'striped', 'red']",0,"321-3","square",0.75,4180,3,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",2,11,10,11,15,0,0.5,0.5,NA,NA,NA,NA,NA,NA,0.05917,0.49704,0.44379,0,0,0,0,0,0,0.06689,0.55382,0.37929,0,0,0,0,0,0,213211,0
"49",49,3,"circle",233,0.5,313,4,0.344827586206897,"cloud","shape",7.7028,1,212,313,"cloud","square",0.7,313,3,"square",1,0.551724137931034,"female",212,"circle",0.103448275862069,0,233,"circle",0,"green","22b2b",0.15,"square","['solid', 'polka-dotted', 'red', 'green']",0.5,"22b2b-2","cloud",0.8,25000,0,4,2,"English","Male",NA,49,"Yes",3,21,11,21,26,0.34483,0.10345,0.55172,NA,NA,NA,NA,NA,NA,0.33333,0.25,0.41667,0,0,0,0,0,0,0.33333,0.21886,0.44781,0,0,0,0,0,0,212212,0
"50",50,3,"circle",131,0.5,131,3,0.529411764705882,"cloud","shape",7.7028,1,111,131,"cloud","square",0.7,231,3,"square",1,0.470588235294118,"female",111,"circle",0,0,231,"circle",0,"polka-dotted","322b",0,"square","['solid', 'polka-dotted', 'blue']",0.9,"322b-2","cloud",0.8,500,1,4,2,"English","Male",NA,49,"Yes",2,7,1,7,8,0.52941,0,0.47059,NA,NA,NA,NA,NA,NA,0.41176,0.17157,0.41667,0,0,0,0,0,0,0.39717,0.15502,0.44781,0,0,0,0,0,0,213222,0
"51",51,3,"circle",332,0.5,113,5,0.542857142857143,"cloud","shape",7.7028,1,332,113,"cloud","square",0.7,113,3,"square",1,0.457142857142857,"female",223,"circle",0,0,223,"circle",0,"green","211",0,"square","['solid', 'striped', 'polka-dotted', 'red', 'green']",0.95,"211-3","cloud",0.8,17100,2,4,2,"English","Male",NA,49,"Yes",3,19,18,19,23,0.54286,0,0.45714,NA,NA,NA,NA,NA,NA,0.50832,0.1059,0.38578,0,0,0,0,0,0,0.56605,0.10178,0.33218,0,0,0,0,0,0,211111,0
"52",52,3,"circle",111,0.5,312,4,0.411764705882353,"cloud","shape",7.7028,1,111,312,"cloud","square",0.7,332,3,"square",1,0.588235294117647,"female",312,"circle",0,0,332,"circle",0,"solid","22a2b",0,"square","['solid', 'polka-dotted', 'blue', 'red']",0.7,"22a2b-2a","cloud",1,7350,3,4,2,"English","Male",NA,49,"Yes",2,12,1,12,18,0.41176,0,0.58824,NA,NA,NA,NA,NA,NA,0.37788,0.1059,0.51622,0,0,0,0,0,0,0.45202,0.10178,0.4462,0,0,0,0,0,0,212222,0
"53",53,3,"striped",222,0,222,4,0.27027027027027,"polka-dotted","texture",7.7028,0.5,211,222,"solid","striped",0.65,233,3,"striped",2,0.27027027027027,"female",211,"solid",0.459459459459459,1,233,"solid",1,"circle","311",0.85,"polka-dotted","['circle', 'blue', 'red', 'green']",0.5,"311-3","polka-dotted",0.5,23790,0,4,2,"English","Male",NA,49,"Yes",1,14,2,14,26,NA,NA,NA,0.27027,0.45946,0.27027,NA,NA,NA,0,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0.23976,0.52049,0.23976,0,0,0,321111,0
"54",54,3,"striped",233,0,221,4,0.166666666666667,"polka-dotted","texture",7.7028,0.5,311,221,"solid","striped",0.65,221,3,"striped",2,0.166666666666667,"female",311,"solid",0.666666666666667,1,233,"solid",1,"blue","22b1",1,"polka-dotted","['circle', 'square', 'blue', 'green']",0.25,"22b1-3","polka-dotted",0.25,23081,1,4,2,"English","Male",NA,49,"Yes",3,5,3,5,26,NA,NA,NA,0.16667,0.66667,0.16667,NA,NA,NA,0,0,0,0.15385,0.61538,0.23077,0,0,0,0,0,0,0.14614,0.68873,0.16512,0,0,0,212211,0
"55",55,3,"striped",332,0,332,4,0.0294117647058824,"polka-dotted","texture",7.7028,0.5,122,332,"solid","striped",0.65,122,3,"striped",2,0.382352941176471,"female",313,"solid",0.588235294117647,1,313,"solid",1,"square","22b1",1,"polka-dotted","['cloud', 'square', 'red', 'green']",0.05,"22b1-3","polka-dotted",0.65,12881,2,4,2,"English","Male",NA,49,"Yes",1,18,13,18,21,NA,NA,NA,0.02941,0.58824,0.38235,NA,NA,NA,0,0,0,0.1,0.6,0.3,0,0,0,0,0,0,0.11393,0.60663,0.27944,0,0,0,212211,0
"56",56,3,"striped",222,0,321,4,0.0434782608695652,"polka-dotted","texture",7.7028,0.5,321,222,"solid","striped",0.65,321,3,"striped",2,0.0869565217391304,"female",332,"solid",0.869565217391304,1,332,"solid",1,"square","22b2b",1,"polka-dotted","['circle', 'square', 'blue', 'red']",0.05,"22b2b-2","polka-dotted",0.1,7631,3,4,2,"English","Male",NA,49,"Yes",1,6,6,14,18,NA,NA,NA,0.04348,0.86957,0.08696,NA,NA,NA,0,0,0,0.1,0.70435,0.19565,0,0,0,0,0,0,0.11393,0.69559,0.19048,0,0,0,212212,0
"57",57,3,"red",111,0.5,123,5,0.137931034482759,"blue","color",7.7028,1,111,332,"blue","blue",0.8,332,2,"green",3,0.517241379310345,"female",123,"red",0.344827586206897,2,123,"red",0,"cloud","211",0.5,"green","['cloud', 'square', 'solid', 'striped', 'polka-dotted']",0.2,"211-3","green",0.75,14662,0,4,2,"English","Male",NA,49,"Yes",1,22,1,18,22,NA,NA,NA,NA,NA,NA,0.13793,0.34483,0.51724,0,0,0,0,0,0,0.22222,0.33333,0.44444,0,0,0,0,0,0,0.23252,0.26272,0.50477,211111,0
"58",58,3,"red",333,0.5,131,4,0.387096774193548,"blue","color",7.7028,1,131,122,"blue","blue",0.8,131,2,"green",3,0.483870967741935,"female",122,"red",0.129032258064516,2,333,"red",0,"cloud","22b1",0.2,"green","['cloud', 'square', 'striped', 'polka-dotted']",0.6,"22b1-3","green",0.75,26722,1,4,2,"English","Male",NA,49,"Yes",1,7,7,13,27,NA,NA,NA,NA,NA,NA,0.3871,0.12903,0.48387,0,0,0,0,0,0,0.30769,0.23077,0.46154,0,0,0,0,0,0,0.37731,0.19638,0.42631,212211,0
"59",59,3,"red",122,0.5,121,3,0.472222222222222,"blue","color",7.7028,1,121,112,"blue","blue",0.8,121,2,"green",3,0.416666666666667,"female",112,"red",0.111111111111111,2,122,"red",0,"striped","322b",0.2,"green","['cloud', 'solid', 'striped']",0.85,"322b-2","green",0.75,2591,2,4,2,"English","Male",NA,49,"Yes",2,4,4,10,13,NA,NA,NA,NA,NA,NA,0.47222,0.11111,0.41667,0,0,0,0,0,0,0.37135,0.16711,0.46154,0,0,0,0,0,0,0.45735,0.11634,0.42631,213212,0
"60",60,3,"red",233,0.5,233,4,0.447368421052632,"blue","color",7.7028,1,111,132,"blue","blue",0.8,111,2,"green",3,0.447368421052632,"female",132,"red",0.105263157894737,2,233,"red",0,"polka-dotted","22b1",0.2,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.85,"22b1-3","green",0.85,24052,3,4,2,"English","Male",NA,49,"Yes",2,26,1,16,26,NA,NA,NA,NA,NA,NA,0.44737,0.10526,0.44737,0,0,0,0,0,0,0.33816,0.10145,0.56039,0,0,0,0,0,0,0.33156,0.07464,0.5938,211211,0
"61",61,3,"circle",211,0.5,311,2,0.25,"cloud","shape",7.7028,1,111,211,"cloud","square",0.9,111,3,"square",1,0.5,"female",311,"circle",0.25,3,311,"circle",0,"blue","331",0.5,"square","['solid', 'blue']",0.5,"331-3","cloud",1,0,0,4,2,"English","Male",NA,49,"Yes",3,3,1,2,3,0.25,0.25,0.5,NA,NA,NA,NA,NA,NA,0.25,0.25,0.5,0,0,0,0,0,0,0.23976,0.23976,0.52049,0,0,0,0,0,0,323211,0
"62",62,3,"circle",332,0.5,321,4,0.294117647058824,"cloud","shape",7.7028,1,221,321,"cloud","square",0.9,321,3,"square",1,0.588235294117647,"female",221,"circle",0.117647058823529,3,332,"circle",0,"blue","22a2b",0.2,"square","['striped', 'polka-dotted', 'blue', 'red']",0.5,"22a2b-2b","cloud",1,6940,1,4,2,"English","Male",NA,49,"Yes",3,6,5,6,18,0.29412,0.11765,0.58824,NA,NA,NA,NA,NA,NA,0.25,0.16304,0.58696,0,0,0,0,0,0,0.23976,0.16343,0.59681,0,0,0,0,0,0,212122,0
"63",63,3,"circle",112,0.5,332,4,0.172413793103448,"cloud","shape",7.7028,1,112,332,"cloud","square",0.9,332,3,"square",1,0.689655172413793,"female",133,"circle",0.137931034482759,3,133,"circle",0,"red","22b2b",0.2,"square","['solid', 'polka-dotted', 'red', 'green']",0.25,"22b2b-2","cloud",1,21690,2,4,2,"English","Male",NA,49,"Yes",3,18,10,18,25,0.17241,0.13793,0.68966,NA,NA,NA,NA,NA,NA,0.17035,0.16304,0.6666,0,0,0,0,0,0,0.13729,0.16343,0.69927,0,0,0,0,0,0,212212,0
"64",64,3,"circle",212,0.5,122,3,0.411764705882353,"cloud","shape",7.7028,1,212,122,"cloud","square",0.9,222,3,"square",1,0.588235294117647,"female",122,"circle",0,3,222,"circle",0,"striped","322b",0,"square","['solid', 'striped', 'red']",0.7,"322b-2","cloud",1,3620,3,4,2,"English","Male",NA,49,"Yes",2,13,11,13,14,0.41176,0,0.58824,NA,NA,NA,NA,NA,NA,0.21178,0.12162,0.6666,0,0,0,0,0,0,0.19012,0.11061,0.69927,0,0,0,0,0,0,213212,0
"65",65,4,"striped",323,0,332,4,0.208333333333333,"striped","texture",9.34245,1,132,332,"solid","polka-dotted",0.65,132,3,"polka-dotted",2,0.791666666666667,"female",332,"solid",0,0,323,"solid",0.5,"square","22a2b",0,"polka-dotted","['cloud', 'square', 'red', 'green']",0.25,"22a2b-2a","striped",0.95,19221,0,3,1,"english","Female","thank you",58,"Yes",1,18,16,18,24,NA,NA,NA,0.20833,0,0.79167,NA,NA,NA,0,0,0,0.33333,0.2381,0.42857,0,0,0,0,0,0,0.33333,0.24856,0.41811,0,0,0,212222,0
"66",66,4,"striped",212,0,133,5,0,"striped","texture",9.34245,1,212,313,"solid","polka-dotted",0.65,313,3,"polka-dotted",2,0.909090909090909,"female",133,"solid",0.0909090909090909,0,133,"solid",0.5,"green","22b1",0.1,"polka-dotted","['cloud', 'circle', 'square', 'red', 'green']",0,"22b1-2","striped",1,22241,1,3,1,"english","Female","thank you",58,"Yes",3,25,11,21,25,NA,NA,NA,0,0.09091,0.90909,NA,NA,NA,0,0,0,0.24242,0.2381,0.51948,0,0,0,0,0,0,0.21069,0.24856,0.54075,0,0,0,211211,0
"67",67,4,"striped",321,0,321,4,0,"striped","texture",9.34245,1,311,321,"solid","polka-dotted",0.65,232,3,"polka-dotted",2,0.606060606060606,"female",311,"solid",0.393939393939394,0,232,"solid",0.5,"blue","22a1",0.65,"polka-dotted","['circle', 'square', 'blue', 'red']",0,"22a1-3","striped",1,5721,2,3,1,"english","Female","thank you",58,"Yes",3,6,3,6,17,NA,NA,NA,0,0.39394,0.60606,NA,NA,NA,0,0,0,0.16185,0.31792,0.52023,0,0,0,0,0,0,0.15478,0.39639,0.44883,0,0,0,212111,0
"68",68,4,"striped",322,0,131,5,0,"striped","texture",9.34245,1,131,322,"solid","polka-dotted",0.65,131,3,"polka-dotted",2,0.740740740740741,"female",113,"solid",0.259259259259259,0,113,"solid",0.5,"cloud","211",0.35,"polka-dotted","['cloud', 'square', 'blue', 'red', 'green']",0,"211-3","striped",1,9131,3,3,1,"english","Female","thank you",58,"Yes",1,7,7,15,19,NA,NA,NA,0,0.25926,0.74074,NA,NA,NA,0,0,0,0.09639,0.28399,0.61962,0,0,0,0,0,0,0.09815,0.284,0.61785,0,0,0,211111,0
"69",69,4,"striped",122,1,312,4,0.666666666666667,"polka-dotted","texture",9.34245,0.5,331,312,"solid","solid",0.4,331,3,"solid",2,0.333333333333333,"female",312,"striped",0,1,122,"striped",0,"red","22b1",0,"polka-dotted","['cloud', 'square', 'blue', 'red']",1,"22b1-3","polka-dotted",0.5,2831,0,3,1,"english","Female","thank you",58,"Yes",3,12,9,12,13,NA,NA,NA,0.66667,0,0.33333,NA,NA,NA,0,0,0,0.44444,0.22222,0.33333,0,0,0,0,0,0,0.50477,0.23252,0.26272,0,0,0,212211,0
"70",70,4,"striped",211,1,211,5,0.645161290322581,"polka-dotted","texture",9.34245,0.5,211,232,"solid","solid",0.4,313,3,"solid",2,0.32258064516129,"female",232,"striped",0.032258064516129,1,313,"striped",0,"circle","22b1",0.05,"polka-dotted","['circle', 'square', 'blue', 'red', 'green']",1,"22b1-2","polka-dotted",0.5,12611,1,3,1,"english","Female","thank you",58,"Yes",1,2,2,17,21,NA,NA,NA,0.64516,0.03226,0.32258,NA,NA,NA,0,0,0,0.54902,0.22222,0.22876,0,0,0,0,0,0,0.58613,0.23252,0.18136,0,0,0,212211,0
"71",71,4,"striped",221,1,212,4,0.606060606060606,"polka-dotted","texture",9.34245,0.5,221,131,"solid","solid",0.4,131,3,"solid",2,0.333333333333333,"female",212,"striped",0.0606060606060606,1,212,"striped",0,"circle","22b1",0.1,"polka-dotted","['cloud', 'circle', 'blue', 'red']",1,"22b1-3","polka-dotted",0.55,1391,2,3,1,"english","Female","thank you",58,"Yes",1,11,5,7,11,NA,NA,NA,0.60606,0.06061,0.33333,NA,NA,NA,0,0,0,0.66012,0.1336,0.20629,0,0,0,0,0,0,0.74417,0.13599,0.11984,0,0,0,211211,0
"72",72,4,"striped",313,1,313,4,0.606060606060606,"polka-dotted","texture",9.34245,0.5,321,312,"solid","solid",0.4,321,3,"solid",2,0.333333333333333,"female",312,"striped",0.0606060606060606,1,313,"striped",0,"square","321",0.1,"polka-dotted","['square', 'blue', 'red', 'green']",1,"321-2","polka-dotted",0.55,12000,3,3,1,"english","Female","thank you",58,"Yes",1,21,6,12,21,NA,NA,NA,0.60606,0.06061,0.33333,NA,NA,NA,0,0,0,0.69936,0.09436,0.20629,0,0,0,0,0,0,0.7892,0.09096,0.11984,0,0,0,322111,0
"73",73,4,"striped",313,0,323,2,0.277777777777778,"polka-dotted","texture",9.34245,0.5,313,323,"solid","striped",0.55,333,3,"striped",2,0.277777777777778,"female",323,"solid",0.444444444444444,2,333,"solid",1,"square","331",0.8,"polka-dotted","['square', 'green']",0.5,"331-3","polka-dotted",0.5,28730,0,3,1,"english","Female","thank you",58,"Yes",1,24,21,24,27,NA,NA,NA,0.27778,0.44444,0.27778,NA,NA,NA,0,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0.23976,0.52049,0.23976,0,0,0,323211,0
"74",74,4,"striped",133,0,133,4,0,"polka-dotted","texture",9.34245,0.5,112,312,"solid","striped",0.55,312,3,"striped",2,0.515151515151515,"female",112,"solid",0.484848484848485,2,133,"solid",1,"cloud","22a2b",0.8,"polka-dotted","['cloud', 'square', 'red', 'green']",0,"22a2b-2a","polka-dotted",0.85,20881,1,3,1,"english","Female","thank you",58,"Yes",1,25,10,12,25,NA,NA,NA,0,0.48485,0.51515,NA,NA,NA,0,0,0,0.1875,0.5,0.3125,0,0,0,0,0,0,0.15742,0.52049,0.3221,0,0,0,211212,0
"75",75,4,"striped",122,0,222,3,0,"polka-dotted","texture",9.34245,0.5,212,122,"solid","striped",0.55,222,3,"striped",2,0.459459459459459,"female",212,"solid",0.54054054054054,2,222,"solid",1,"circle","322b",1,"polka-dotted","['cloud', 'circle', 'red']",0,"322b-2","polka-dotted",0.85,3621,2,3,1,"english","Female","thank you",58,"Yes",1,14,11,13,14,NA,NA,NA,0,0.54054,0.45946,NA,NA,NA,0,0,0,0.11853,0.56897,0.3125,0,0,0,0,0,0,0.10331,0.57459,0.3221,0,0,0,213222,0
"76",76,4,"striped",233,0,323,5,0,"polka-dotted","texture",9.34245,0.5,112,323,"solid","striped",0.55,112,3,"striped",2,0.444444444444444,"female",323,"solid",0.555555555555556,2,233,"solid",1,"green","211",1,"polka-dotted","['cloud', 'circle', 'square', 'red', 'green']",0,"211-3","polka-dotted",0.8,25621,3,3,1,"english","Female","thank you",58,"Yes",3,24,10,24,26,NA,NA,NA,0,0.55556,0.44444,NA,NA,NA,0,0,0,0.1092,0.69887,0.19193,0,0,0,0,0,0,0.06923,0.73975,0.19102,0,0,0,211111,0
"77",77,4,"red",212,1,213,4,0.303030303030303,"green","color",9.34245,0.5,212,122,"blue","blue",0.6,213,3,"blue",3,0.606060606060606,"female",122,"red",0.0909090909090909,3,213,"red",0,"circle","22a2b",0.15,"green","['cloud', 'circle', 'solid', 'striped']",0.5,"22a2b-2b","green",1,10452,0,3,1,"english","Female","thank you",58,"Yes",1,20,11,13,20,NA,NA,NA,NA,NA,NA,0.30303,0.09091,0.60606,0,0,0,0,0,0,0.33333,0.25,0.41667,0,0,0,0,0,0,0.33333,0.21886,0.44781,212112,0
"78",78,4,"red",233,1,231,4,0.512820512820513,"green","color",9.34245,0.5,121,231,"blue","blue",0.6,231,3,"blue",3,0.384615384615385,"female",121,"red",0.102564102564103,3,233,"red",0,"polka-dotted","22a2b",0.2,"green","['cloud', 'circle', 'striped', 'polka-dotted']",1,"22a2b-2b","green",0.75,23242,1,3,1,"english","Female","thank you",58,"Yes",2,8,4,8,26,NA,NA,NA,NA,NA,NA,0.51282,0.10256,0.38462,0,0,0,0,0,0,0.44262,0.25,0.30738,0,0,0,0,0,0,0.43429,0.21886,0.34685,212122,0
"79",79,4,"red",232,1,221,4,0.555555555555556,"green","color",9.34245,0.5,221,232,"blue","blue",0.6,221,3,"blue",3,0.333333333333333,"female",123,"red",0.111111111111111,3,123,"red",0,"striped","22b1",0.2,"green","['cloud', 'circle', 'striped', 'polka-dotted']",1,"22b1-3","green",0.6,14542,2,3,1,"english","Female","thank you",58,"Yes",2,5,5,17,22,NA,NA,NA,NA,NA,NA,0.55556,0.11111,0.33333,0,0,0,0,0,0,0.56471,0.23922,0.19608,0,0,0,0,0,0,0.61343,0.16089,0.22568,212211,0
"80",80,4,"red",132,1,131,4,0.555555555555556,"green","color",9.34245,0.5,131,212,"blue","blue",0.6,131,3,"blue",3,0.333333333333333,"female",212,"red",0.111111111111111,3,132,"red",0,"cloud","22a2b",0.2,"green","['cloud', 'circle', 'solid', 'polka-dotted']",1,"22a2b-2b","green",0.6,5062,3,3,1,"english","Female","thank you",58,"Yes",1,7,7,11,16,NA,NA,NA,NA,NA,NA,0.55556,0.11111,0.33333,0,0,0,0,0,0,0.641,0.16292,0.19608,0,0,0,0,0,0,0.68634,0.08798,0.22568,212112,0
"81",81,5,"striped",112,0.5,112,4,0.517241379310345,"solid","texture",6.62686666666667,0,131,112,"solid","striped",0.75,133,3,"striped",2,0.137931034482759,"female",131,"polka-dotted",0.344827586206897,0,133,"polka-dotted",1,"cloud","321",0.5,"polka-dotted","['cloud', 'blue', 'red', 'green']",0.75,"321-2","solid",0.2,20660,0,3,2,"English","Female",NA,34,"Yes",1,10,7,10,25,NA,NA,NA,0.51724,0.34483,0.13793,NA,NA,NA,0,0,0,0.44444,0.33333,0.22222,0,0,0,0,0,0,0.45642,0.33333,0.21025,0,0,0,321211,0
"82",82,5,"striped",331,0.5,321,4,0.344827586206897,"solid","texture",6.62686666666667,0,321,331,"solid","striped",0.75,212,3,"striped",2,0.137931034482759,"female",321,"polka-dotted",0.517241379310345,0,212,"polka-dotted",1,"blue","22a1",0.75,"polka-dotted","['circle', 'square', 'blue', 'red']",0.5,"22a1-3","solid",0.2,1531,1,3,2,"English","Female",NA,34,"Yes",3,6,6,9,11,NA,NA,NA,0.34483,0.51724,0.13793,NA,NA,NA,0,0,0,0.42857,0.42857,0.14286,0,0,0,0,0,0,0.35576,0.4992,0.14504,0,0,0,212111,0
"83",83,5,"striped",313,0.5,312,4,0.387096774193548,"solid","texture",6.62686666666667,0,312,232,"solid","striped",0.75,312,3,"striped",2,0.0967741935483871,"female",232,"polka-dotted",0.516129032258065,0,313,"polka-dotted",1,"red","22a2b",0.8,"polka-dotted","['circle', 'square', 'red', 'green']",0.6,"22a2b-2a","solid",0.15,12711,2,3,2,"English","Female",NA,34,"Yes",3,12,12,17,21,NA,NA,NA,0.3871,0.51613,0.09677,NA,NA,NA,0,0,0,0.48214,0.42857,0.08929,0,0,0,0,0,0,0.4031,0.4992,0.0977,0,0,0,212222,0
"84",84,5,"striped",131,0.5,323,5,0.375,"solid","texture",6.62686666666667,0,131,213,"solid","striped",0.75,213,3,"striped",2,0.09375,"female",323,"polka-dotted",0.53125,0,323,"polka-dotted",1,"green","211",0.85,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.6,"211-3","solid",0.15,19481,3,3,2,"English","Female",NA,34,"Yes",3,24,7,20,24,NA,NA,NA,0.375,0.53125,0.09375,NA,NA,NA,0,0,0,0.32727,0.58182,0.09091,0,0,0,0,0,0,0.25238,0.67851,0.06911,0,0,0,211111,0
"85",85,5,"striped",331,1,313,4,0.5,"striped","texture",6.62686666666667,0,331,313,"solid","solid",0.6,123,2,"solid",2,0.333333333333333,"female",313,"striped",0.166666666666667,1,123,"polka-dotted",0.5,"green","22b1",0.25,"polka-dotted","['cloud', 'square', 'blue', 'green']",0.75,"22b1-3","polka-dotted",0.5,15281,0,3,2,"English","Female",NA,34,"Yes",3,21,9,21,22,NA,NA,NA,0.5,0.16667,0.33333,NA,NA,NA,0,0,0,0.44444,0.22222,0.33333,0,0,0,0,0,0,0.50477,0.23252,0.26272,0,0,0,212211,0
"86",86,5,"striped",332,1,213,5,0.548387096774194,"striped","texture",6.62686666666667,0,221,332,"solid","solid",0.6,221,2,"solid",2,0.32258064516129,"female",213,"striped",0.129032258064516,1,213,"polka-dotted",0.5,"circle","211",0.2,"polka-dotted","['circle', 'square', 'blue', 'red', 'green']",0.85,"211-3","polka-dotted",0.5,11091,1,3,2,"English","Female",NA,34,"Yes",1,20,5,18,20,NA,NA,NA,0.54839,0.12903,0.32258,NA,NA,NA,0,0,0,0.55172,0.13793,0.31034,0,0,0,0,0,0,0.67427,0.14307,0.18265,0,0,0,211111,0
"87",87,5,"striped",323,1,113,4,0.620689655172414,"striped","texture",6.62686666666667,0,131,113,"solid","solid",0.6,131,2,"solid",2,0.241379310344828,"female",113,"striped",0.137931034482759,1,323,"polka-dotted",0.5,"cloud","22b1",0.2,"polka-dotted","['cloud', 'square', 'blue', 'green']",0.9,"22b1-3","polka-dotted",0.35,19301,2,3,2,"English","Female",NA,34,"Yes",1,19,7,19,24,NA,NA,NA,0.62069,0.13793,0.24138,NA,NA,NA,0,0,0,0.68085,0.12766,0.19149,0,0,0,0,0,0,0.80957,0.08941,0.10102,0,0,0,212211,0
"88",88,5,"striped",232,1,212,2,0.633333333333333,"striped","texture",6.62686666666667,0,212,222,"solid","solid",0.6,222,2,"solid",2,0.233333333333333,"female",212,"striped",0.133333333333333,1,232,"polka-dotted",0.5,"circle","331",0.2,"polka-dotted","['circle', 'red']",0.95,"331-3","polka-dotted",0.35,6480,3,3,2,"English","Female",NA,34,"Yes",1,11,11,14,17,NA,NA,NA,0.63333,0.13333,0.23333,NA,NA,NA,0,0,0,0.81013,0.07595,0.11392,0,0,0,0,0,0,0.90224,0.0459,0.05186,0,0,0,323211,0
"89",89,5,"circle",123,1,123,3,0.444444444444444,"square","shape",6.62686666666667,0.5,321,123,"cloud","cloud",0.65,321,3,"cloud",1,0.277777777777778,"female",223,"circle",0.277777777777778,2,223,"circle",0,"striped","321",0.5,"square","['striped', 'blue', 'green']",0.8,"321-3","square",0.5,17550,0,3,2,"English","Female",NA,34,"Yes",2,22,6,22,23,0.44444,0.27778,0.27778,NA,NA,NA,NA,NA,NA,0.5,0.25,0.25,0,0,0,0,0,0,0.52049,0.23976,0.23976,0,0,0,0,0,0,322111,0
"90",90,5,"circle",231,1,132,4,0.484848484848485,"square","shape",6.62686666666667,0.5,231,212,"cloud","cloud",0.65,132,3,"cloud",1,0.303030303030303,"female",212,"circle",0.212121212121212,2,132,"circle",0,"red","22b2b",0.35,"square","['solid', 'polka-dotted', 'blue', 'red']",0.8,"22b2b-2","square",0.5,5070,1,3,2,"English","Female",NA,34,"Yes",3,16,8,11,16,0.48485,0.21212,0.30303,NA,NA,NA,NA,NA,NA,0.57692,0.17308,0.25,0,0,0,0,0,0,0.62054,0.1397,0.23976,0,0,0,0,0,0,212212,0
"91",91,5,"circle",323,1,133,4,0.484848484848485,"square","shape",6.62686666666667,0.5,213,323,"cloud","cloud",0.65,213,3,"cloud",1,0.303030303030303,"female",133,"circle",0.212121212121212,2,133,"circle",0,"green","311",0.35,"square","['solid', 'striped', 'polka-dotted', 'green']",0.8,"311-3","square",0.5,22960,2,3,2,"English","Female",NA,34,"Yes",3,25,20,24,25,0.48485,0.21212,0.30303,NA,NA,NA,NA,NA,NA,0.73171,0.10976,0.15854,0,0,0,0,0,0,0.78022,0.08091,0.13886,0,0,0,0,0,0,321111,0
"92",92,5,"circle",213,1,311,4,0.484848484848485,"square","shape",6.62686666666667,0.5,311,331,"cloud","cloud",0.65,331,3,"cloud",1,0.363636363636364,"female",311,"circle",0.151515151515152,2,213,"circle",0,"solid","22a2b",0.25,"square","['solid', 'polka-dotted', 'blue', 'green']",0.8,"22a2b-2a","square",0.6,9990,3,3,2,"English","Female",NA,34,"Yes",2,3,3,9,20,0.48485,0.15152,0.36364,NA,NA,NA,NA,NA,NA,0.73171,0.07453,0.19377,0,0,0,0,0,0,0.78022,0.05654,0.16323,0,0,0,0,0,0,212222,0
"93",93,5,"striped",223,0,223,4,0.3125,"polka-dotted","texture",6.62686666666667,0.5,311,231,"solid","striped",0.6,231,3,"striped",2,0.1875,"female",311,"solid",0.5,3,223,"solid",1,"circle","22b1",0.8,"polka-dotted","['circle', 'square', 'blue', 'green']",0.5,"22b1-3","polka-dotted",0.3,15631,0,3,2,"English","Female",NA,34,"Yes",1,23,3,8,23,NA,NA,NA,0.3125,0.5,0.1875,NA,NA,NA,0,0,0,0.33333,0.44444,0.22222,0,0,0,0,0,0,0.26272,0.50477,0.23252,0,0,0,211211,0
