"","X.1","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik","FeatTypeOrder.1","FeatTypeOrder.2","FeatTypeOrder.3","FeatValueOrders.1","FeatValueOrders.2","FeatValueOrders.3","FeatValueOrders.4","FeatValueOrders.5","FeatValueOrders.6","FeatValueOrders.7","FeatValueOrders.8","FeatValueOrders.9"
"50",  50,  50, 3,1572,10,"English","blue things",0.95,"red things",0.05,"green things",0.50,"solid things",0.95,"striped things",0.00,"polka-dotted things",0.50,311,311,322,"square",322121,"True",1,3,2, 3, 3,15,NA,NA,NA,1.0000000,0.00000000,NA,0.9500045,0.04999550,NA,1.0000000,NA,NA,0.8571407,0.14285929,NA,0.8571407,0.14285929,NA,1.0000000,NA,NA,0.8177782,0.182221822,NA,0.8177782,0.182221822,NA,322121,1.5444833,1,2,3,2,0,1,0,1,2,0,1,2
"51",  51,  51, 3,1491,11,"English","clouds",0.50,"circles",0.50,"squares",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,133,111,121,"green",123211,"False",3,1,2,25, 1, 4,NA,NA,NA,1.0000000,NA,NA,0.3333333,0.33333333,0.33333333,0.6728666,0.3271334,NA,1.0000000,NA,NA,0.5070151,0.24649246,0.24649246,0.5000000,0.500000000,NA,1.0000000,NA,NA,0.3333333,0.333333333,0.333333333,123211,2.2586323,3,1,2,2,0,1,0,1,2,2,0,1
"52",  52,  52, 3,1331,12,"English","blue things",0.50,"red things",0.50,"green things",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,122,321,312,"cloud",122122,"False",1,3,2,13, 6,12,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.6728666,0.3271334,NA,0.6540267,0.34597327,NA,0.6540267,0.34597327,NA,0.5000000,0.500000000,NA,0.5000000,0.500000000,NA,0.5000000,0.500000000,NA,122122,2.2636971,1,2,3,0,2,1,1,0,2,1,0,2
"53",  53,  53, 3, 883,13,"English","blue things",0.50,"red things",0.50,"green things",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,233,131,323,"circle",112122,"False",1,3,2,26, 7,24,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.5070151,0.2464925,0.2464925,0.6540267,0.34597327,NA,0.6540267,0.34597327,NA,0.3333333,0.333333333,0.333333333,0.5000000,0.500000000,NA,0.5000000,0.500000000,NA,112122,2.2636971,1,2,3,1,0,2,2,1,0,2,0,1
"54",  54,  54, 3,2313,14,"English","blue things",0.50,"red things",0.50,"green things",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,332,232,232,"square",123232,"False",1,3,2,18,17,17,NA,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.6728666,0.3271334,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.5000000,0.500000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,123232,2.1972246,1,2,3,2,1,0,2,0,1,1,0,2
"55",  55,  55, 3, 273,15,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"clouds",0.50,"circles",0.90,"squares",0.15,233,323,231,"green",212222,"True",3,2,1,26,24, 8,NA,NA,NA,0.5000000,0.50000000,NA,0.8571492,0.14285082,NA,0.5981820,0.4018180,NA,0.9057855,0.09421453,NA,0.9057855,0.09421453,NA,0.5000000,0.500000000,NA,0.9401044,0.059895599,NA,0.9401044,0.059895599,NA,212222,2.3720197,3,2,1,2,0,1,2,1,0,1,2,0
"56",  56,  56, 3,1621,16,"English","clouds",0.95,"circles",0.15,"squares",0.50,"solid things",0.05,"striped things",0.90,"polka-dotted things",0.50,132,212,221,"red",211112,"True",3,1,2,16,11, 5,NA,NA,NA,0.8636364,0.13636364,NA,0.3448300,0.03448000,0.62069000,0.5981820,0.4018180,NA,0.8728456,0.12715436,NA,0.6862000,0.06238000,0.25142000,0.5030525,0.496947515,NA,0.8629907,0.137009315,NA,0.6123800,0.056990000,0.330630000,211211,1.9786448,3,1,2,1,0,2,0,1,2,2,0,1
"57",  57,  57, 3, 419,17,"English","solid things",0.05,"striped things",1.00,"polka-dotted things",0.00,"blue things",0.50,"red things",0.05,"green things",0.90,123,132,112,"cloud",321112,"True",1,2,3,22,16,10,NA,NA,NA,0.9473724,0.05262756,NA,0.9523800,0.00000000,0.04762000,1.0000000,NA,NA,0.9166604,0.08333958,NA,0.8461585,0.07692077,0.07692077,1.0000000,NA,NA,0.9058305,0.094169529,NA,0.8278783,0.086060861,0.086060861,321211,1.0654144,1,3,2,0,1,2,2,1,0,1,2,0
"58",  58,  58, 3, 169,18,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"blue things",0.50,"red things",0.95,"green things",0.05,322,323,323,"square",323212,"True",1,2,3,15,24,24,NA,NA,NA,1.0000000,NA,NA,0.9500045,0.04999550,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.9166604,0.08333958,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.9136004,0.086399568,NA,323212,1.8730639,1,2,3,2,0,1,1,0,2,1,2,0
"59",  59,  59, 3, 182,19,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"blue things",0.50,"red things",0.90,"green things",0.10,312,313,313,"square",323212,"True",1,2,3,12,21,21,NA,NA,NA,1.0000000,NA,NA,0.8999955,0.10000450,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.9166604,0.08333958,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.9136004,0.086399568,NA,323212,1.9529937,1,2,3,2,0,1,0,1,2,1,2,0
"60",  60,  60, 3,1135,20,"English","solid things",0.95,"striped things",0.00,"polka-dotted things",0.45,"clouds",0.50,"circles",0.05,"squares",0.90,312,222,222,"red",321212,"True",3,2,1,12,14,14,NA,NA,NA,1.0000000,0.00000000,NA,0.9473724,0.05262756,NA,1.0000000,NA,NA,0.9166604,0.08333958,NA,0.9166604,0.08333958,NA,1.0000000,NA,NA,0.9076905,0.092309538,NA,0.9076905,0.092309538,NA,321212,1.4714807,3,2,1,1,0,2,0,1,2,2,1,0
"61",  61,  61, 4,2003, 6,"English","blue things",0.00,"red things",0.50,"green things",0.00,"solid things",0.00,"striped things",1.00,"polka-dotted things",0.00,322,321,312,"square",322122,"True",1,3,2,15, 6,12,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,0.8571407,0.14285929,NA,0.8571407,0.14285929,NA,1.0000000,NA,NA,1.0000000,0.000000000,NA,1.0000000,0.000000000,NA,322122,1.1192316,1,2,3,2,0,1,1,0,2,1,0,2
"62",  62,  62, 4, 237, 7,"English","clouds",0.50,"circles",0.00,"squares",0.00,"blue things",0.00,"red things",0.00,"green things",1.00,113,113,233,"solid",212132,"False",2,1,3,19,19,26,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,NA,0.5981820,0.4018180,NA,1.0000000,NA,NA,0.5981820,0.40181799,NA,1.0000000,0.000000000,NA,1.0000000,NA,NA,1.0000000,0.000000000,NA,213221,2.0179287,2,3,1,0,2,1,2,0,1,0,1,2
"63",  63,  63, 4,1583, 8,"English","blue things",0.00,"red things",0.00,"green things",1.00,"solid things",1.00,"striped things",0.00,"polka-dotted things",0.00,313,313,321,"square",322121,"True",1,3,2,21,21, 6,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,0.8571407,0.14285929,NA,0.8571407,0.14285929,NA,1.0000000,NA,NA,1.0000000,0.000000000,NA,1.0000000,0.000000000,NA,322121,1.1192316,1,2,3,2,0,1,0,1,2,2,0,1
"64",  64,  64, 4,1137, 9,"English","clouds",0.00,"circles",1.00,"squares",0.00,"blue things",0.00,"red things",1.00,"green things",0.00,212,311,311,"solid",321212,"True",2,1,3,11, 3, 3,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,0.9166604,0.08333958,NA,0.9166604,0.08333958,NA,1.0000000,NA,NA,1.0000000,0.000000000,NA,1.0000000,0.000000000,NA,321212,0.9849530,2,1,3,0,1,2,1,2,0,1,0,2
"65",  65,  65, 4, 655,10,"English","blue things",0.00,"red things",0.50,"green things",0.00,"solid things",0.50,"striped things",1.00,"polka-dotted things",0.00,322,333,121,"square",212211,"True",1,3,2,15,27, 4,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,0.00000000,0.5981820,0.4018180,NA,0.9057855,0.09421453,NA,0.6862000,0.06238000,0.25142000,1.0000000,0.000000000,NA,1.0000000,0.000000000,NA,1.0000000,0.000000000,0.000000000,212211,1.0790658,1,2,3,2,0,1,1,2,0,1,2,0
"66",  66,  66, 4, 599,11,"English","solid things",0.05,"striped things",0.95,"polka-dotted things",0.00,"blue things",1.00,"red things",0.00,"green things",0.00,221,223,323,"circle",213212,"True",1,2,3, 5,23,24,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,NA,0.5981820,0.4018180,NA,1.0000000,NA,NA,0.8728456,0.12715436,NA,1.0000000,0.000000000,NA,1.0000000,NA,NA,1.0000000,0.000000000,NA,213212,1.6400702,1,2,3,1,2,0,1,0,2,0,2,1
"67",  67,  67, 4,1452,12,"English","blue things",0.50,"red things",0.00,"green things",0.00,"solid things",0.00,"striped things",1.00,"polka-dotted things",0.00,321,131,111,"square",123211,"False",1,3,2, 6, 7, 1,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,0.00000000,0.6728666,0.3271334,NA,1.0000000,NA,NA,0.5070151,0.24649246,0.24649246,1.0000000,0.000000000,NA,1.0000000,NA,NA,1.0000000,0.000000000,0.000000000,123211,1.7778289,1,3,2,2,0,1,0,1,2,1,2,0
"68",  68,  68, 4,1485,13,"English","clouds",0.50,"circles",0.00,"squares",0.00,"blue things",0.00,"red things",0.00,"green things",0.50,133,111,112,"polka-dotted",123211,"False",2,1,3,25, 1,10,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,0.00000000,0.6728666,0.3271334,NA,1.0000000,NA,NA,0.5070151,0.24649246,0.24649246,1.0000000,0.000000000,NA,1.0000000,NA,NA,1.0000000,0.000000000,0.000000000,123211,1.7778289,2,1,3,2,0,1,0,1,2,2,0,1
"69",  69,  69, 4, 517,14,"English","clouds",0.00,"circles",0.00,"squares",1.00,"solid things",0.00,"striped things",0.00,"polka-dotted things",0.95,331,333,132,"blue",112132,"False",3,1,2, 9,27,16,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,NA,0.5070151,0.2464925,0.2464925,1.0000000,NA,NA,0.6540267,0.34597327,NA,1.0000000,0.000000000,0.000000000,1.0000000,NA,NA,1.0000000,0.000000000,NA,113221,1.9286818,3,2,1,0,2,1,2,0,1,2,0,1
"70",  70,  70, 4, 185,15,"English","clouds",0.00,"circles",0.00,"squares",0.50,"solid things",0.00,"striped things",0.00,"polka-dotted things",1.00,331,311,311,"blue",323212,"True",3,1,2, 9, 3, 3,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.9166604,0.08333958,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.000000000,NA,323212,1.5910888,3,1,2,0,1,2,2,0,1,2,0,1
"71",  71,  71, 4, 268,16,"English","blue things",0.00,"red things",0.00,"green things",0.50,"solid things",0.00,"striped things",1.00,"polka-dotted things",0.50,123,111,223,"cloud",212222,"True",1,3,2,22, 1,23,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,0.5981820,0.4018180,NA,0.9057855,0.09421453,NA,0.9057855,0.09421453,NA,1.0000000,0.000000000,NA,1.0000000,0.000000000,NA,1.0000000,0.000000000,NA,212222,1.2068943,1,2,3,0,1,2,1,0,2,2,0,1
"72",  72,  72, 4,2079,17,"English","solid things",1.00,"striped things",0.00,"polka-dotted things",0.00,"clouds",0.00,"circles",1.00,"squares",0.00,212,122,332,"red",321111,"True",3,2,1,11,13,18,NA,NA,NA,1.0000000,0.00000000,0.00000000,1.0000000,0.00000000,0.00000000,1.0000000,NA,NA,0.8461585,0.07692077,0.07692077,0.8461585,0.07692077,0.07692077,1.0000000,NA,NA,1.0000000,0.000000000,0.000000000,1.0000000,0.000000000,0.000000000,321111,0.3341082,3,2,1,1,0,2,0,1,2,1,0,2
"73",  73,  73, 4,  11,18,"English","blue things",0.00,"red things",1.00,"green things",0.50,"solid things",1.00,"striped things",0.50,"polka-dotted things",0.00,312,211,231,"square",122112,"False",1,3,2,12, 2, 8,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,0.6728666,0.3271334,NA,0.6540267,0.34597327,NA,0.6728666,0.32713336,NA,1.0000000,0.000000000,NA,1.0000000,0.000000000,NA,1.0000000,0.000000000,NA,122112,1.8202311,1,2,3,2,1,0,0,2,1,1,0,2
"74",  74,  74, 4,1104,19,"English","clouds",1.00,"circles",0.00,"squares",0.50,"blue things",0.50,"red things",0.75,"green things",0.00,122,223,223,"striped",321212,"True",2,1,3,13,23,23,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,0.9166604,0.08333958,NA,0.9166604,0.08333958,NA,1.0000000,NA,NA,1.0000000,0.000000000,NA,1.0000000,0.000000000,NA,321212,1.4294526,2,1,3,1,0,2,0,1,2,1,2,0
"75",  75,  75, 4,1015,20,"English","solid things",1.00,"striped things",0.50,"polka-dotted things",0.00,"clouds",1.00,"circles",0.00,"squares",0.50,112,232,213,"red",212212,"True",3,2,1,10,17,20,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,0.5981820,0.4018180,NA,0.9057855,0.09421453,NA,0.8728456,0.12715436,NA,1.0000000,0.000000000,NA,1.0000000,0.000000000,NA,1.0000000,0.000000000,NA,212212,1.4296562,3,2,1,1,2,0,0,2,1,0,1,2
"76",  76,  76, 5, 259, 6,"English","clouds",0.55,"circles",0.60,"squares",0.50,"solid things",0.80,"striped things",0.50,"polka-dotted things",0.30,113,233,112,"green",212222,"True",3,1,2,19,26,10,NA,NA,NA,0.7272727,0.27272727,NA,0.4782559,0.52174412,NA,0.5981820,0.4018180,NA,0.9057855,0.09421453,NA,0.9057855,0.09421453,NA,0.5023400,0.497659977,NA,0.8027060,0.197294014,NA,0.8027060,0.197294014,NA,212222,2.6219445,3,2,1,2,1,0,0,2,1,0,1,2
"77",  77,  77, 5, 534, 7,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,121,221,331,"cloud",112132,"False",1,2,3, 4, 5, 9,NA,NA,NA,1.0000000,NA,NA,0.5000000,0.50000000,NA,0.5070151,0.2464925,0.2464925,1.0000000,NA,NA,0.6540267,0.34597327,NA,0.3469535,0.326523265,0.326523265,1.0000000,NA,NA,0.5119324,0.488067560,NA,113221,2.2304608,1,3,2,0,1,2,0,1,2,1,2,0
"78",  78,  78, 5,2342, 8,"English","blue things",0.50,"red things",0.50,"green things",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,332,232,232,"square",123232,"False",1,3,2,18,17,17,NA,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.6728666,0.3271334,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.5136201,0.486379864,NA,1.0000000,NA,NA,1.0000000,NA,NA,123232,2.1972246,1,2,3,2,1,0,2,0,1,1,0,2
"79",  79,  79, 5,1635, 9,"English","clouds",0.80,"circles",0.00,"squares",0.50,"solid things",0.05,"striped things",0.50,"polka-dotted things",0.85,132,212,313,"red",211112,"True",3,1,2,16,11,21,NA,NA,NA,0.9444505,0.05554951,NA,0.6153800,0.00000000,0.38462000,0.5981820,0.4018180,NA,0.8728456,0.12715436,NA,0.6862000,0.06238000,0.25142000,0.5049875,0.495012525,NA,0.7103364,0.289663552,NA,0.5162800,0.154810000,0.328910000,211211,1.5720012,3,2,1,1,2,0,2,0,1,0,1,2
"80",  80,  80, 5,1536,10,"English","solid things",0.05,"striped things",1.00,"polka-dotted things",0.50,"blue things",0.00,"red things",0.50,"green things",0.65,223,213,211,"circle",322112,"True",1,2,3,23,20, 2,NA,NA,NA,1.0000000,0.00000000,NA,0.9523781,0.04762186,NA,1.0000000,NA,NA,0.8571407,0.14285929,NA,0.9166604,0.08333958,NA,1.0000000,NA,NA,0.6763916,0.323608382,NA,0.7607926,0.239207392,NA,322112,1.5593177,1,3,2,1,0,2,2,0,1,1,0,2
"81",  81,  81, 5,  64,11,"English","clouds",0.50,"circles",0.50,"squares",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,311,221,123,"solid",122111,"False",2,1,3, 3, 5,22,NA,NA,NA,0.5000000,0.50000000,NA,0.3333333,0.33333333,0.33333333,0.6728666,0.3271334,NA,0.6540267,0.34597327,NA,0.5070151,0.24649246,0.24649246,0.5181724,0.481827591,NA,0.5142724,0.485727571,NA,0.3496800,0.325160000,0.325160000,122111,2.2918686,2,3,1,0,1,2,0,2,1,2,1,0
"82",  82,  82, 5, 664,12,"English","blue things",0.65,"red things",0.50,"green things",0.25,"solid things",0.85,"striped things",0.25,"polka-dotted things",0.50,211,223,112,"circle",212211,"True",1,3,2, 2,23,10,NA,NA,NA,0.7727273,0.22727273,NA,0.4642900,0.17857000,0.35714000,0.5981820,0.4018180,NA,0.9057855,0.09421453,NA,0.6862000,0.06238000,0.25142000,0.5063151,0.493684937,NA,0.7744127,0.225587256,NA,0.5344100,0.137850000,0.327740000,212211,2.2071085,1,2,3,1,0,2,0,1,2,0,2,1
"83",  83,  83, 5, 552,13,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"blue things",0.25,"red things",0.50,"green things",0.85,133,131,331,"cloud",213212,"True",1,2,3,25, 7, 9,NA,NA,NA,1.0000000,NA,NA,0.7727273,0.22727273,NA,0.5981820,0.4018180,NA,1.0000000,NA,NA,0.8728456,0.12715436,NA,0.5051375,0.494862526,NA,1.0000000,NA,NA,0.7281373,0.271862719,NA,213212,2.1151788,1,2,3,0,2,1,2,0,1,2,0,1
"84",  84,  84, 5, 710,14,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"blue things",0.50,"red things",1.00,"green things",0.15,312,313,122,"square",212122,"True",1,2,3,12,21,13,NA,NA,NA,0.5000000,0.50000000,NA,0.8695640,0.13043603,NA,0.5981820,0.4018180,NA,0.5981820,0.40181799,NA,0.9057855,0.09421453,NA,0.5055951,0.494404944,NA,0.5055951,0.494404944,NA,0.7729427,0.227057271,NA,212122,2.0019469,1,2,3,2,0,1,0,1,2,1,2,0
"85",  85,  85, 5,1135,15,"English","solid things",0.90,"striped things",0.35,"polka-dotted things",0.35,"clouds",0.50,"circles",0.45,"squares",0.60,312,222,222,"red",321212,"True",3,2,1,12,14,14,NA,NA,NA,0.7200000,0.28000000,NA,0.5714328,0.42856721,NA,1.0000000,NA,NA,0.9166604,0.08333958,NA,0.9166604,0.08333958,NA,1.0000000,NA,NA,0.8145559,0.185444073,NA,0.8145559,0.185444073,NA,321212,2.5337756,3,2,1,1,0,2,0,1,2,2,1,0
"86",  86,  86, 5, 487,16,"English","solid things",0.50,"striped things",0.65,"polka-dotted things",0.35,"clouds",0.50,"circles",0.40,"squares",0.75,322,232,113,"red",211111,"True",3,2,1,15,17,19,NA,NA,NA,0.4333343,0.23333233,0.33333333,0.4545500,0.24242000,0.30303000,0.5981820,0.4018180,NA,0.6862000,0.06238000,0.25142000,0.6862000,0.06238000,0.25142000,0.5048225,0.495177524,NA,0.5408100,0.130130000,0.329060000,0.5408100,0.130130000,0.329060000,211111,2.5329313,3,2,1,1,2,0,1,2,0,2,1,0
"87",  87,  87, 5, 729,17,"English","blue things",0.65,"red things",0.50,"green things",0.35,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,231,233,311,"circle",212122,"True",1,3,2, 8,26, 3,NA,NA,NA,0.5000000,0.50000000,NA,0.6500015,0.34999850,NA,0.5981820,0.4018180,NA,0.5981820,0.40181799,NA,0.9057855,0.09421453,NA,0.5055951,0.494404944,NA,0.5055951,0.494404944,NA,0.7729427,0.227057271,NA,212122,2.3422971,1,2,3,1,2,0,2,0,1,0,2,1
"88",  88,  88, 5, 629,18,"English","blue things",0.50,"red things",0.50,"green things",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,111,211,323,"cloud",112121,"False",1,3,2, 1, 2,24,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.5070151,0.2464925,0.2464925,0.6540267,0.34597327,NA,0.6540267,0.34597327,NA,0.3487000,0.325650000,0.325650000,0.5134324,0.486567567,NA,0.5134324,0.486567567,NA,112121,2.2636971,1,2,3,0,1,2,0,1,2,0,2,1
"89",  89,  89, 5, 787,19,"English","blue things",0.15,"red things",0.80,"green things",0.50,"clouds",0.50,"circles",0.85,"squares",0.15,212,311,321,"solid",211212,"True",2,3,1,11, 3, 6,NA,NA,NA,0.8500007,0.14999925,NA,0.8421020,0.15789795,NA,0.5981820,0.4018180,NA,0.8728456,0.12715436,NA,0.8728456,0.12715436,NA,0.5033525,0.496647517,NA,0.7176222,0.282377824,NA,0.7176222,0.282377824,NA,211212,1.8526762,2,1,3,0,1,2,1,2,0,1,0,2
"90",  90,  90, 5,1938,20,"English","blue things",0.50,"red things",0.50,"green things",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,232,121,321,"circle",111212,"False",1,3,2,17, 4, 6,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.5070151,0.2464925,0.2464925,0.6728666,0.32713336,NA,0.6728666,0.32713336,NA,0.3516800,0.324160000,0.324160000,0.5203624,0.479637602,NA,0.5203624,0.479637602,NA,111212,2.2820980,1,2,3,1,0,2,2,1,0,1,0,2
"91",  91,  91, 6, 455, 6,"English","clouds",0.00,"circles",1.00,"squares",0.00,"blue things",0.00,"red things",1.00,"green things",0.00,222,323,131,"striped",211111,"True",2,1,3,14,24, 7,NA,NA,NA,1.0000000,0.00000000,0.00000000,1.0000000,0.00000000,0.00000000,0.5981820,0.4018180,NA,0.6862000,0.06238000,0.25142000,0.6862000,0.06238000,0.25142000,0.5189074,0.481092595,NA,0.6687200,0.014550000,0.316730000,0.6687200,0.014550000,0.316730000,211111,0.7531712,2,1,3,1,2,0,1,2,0,1,2,0
"92",  92,  92, 6,1333, 7,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"clouds",0.50,"circles",0.50,"squares",0.50,311,332,112,"blue",122122,"False",3,2,1, 3,18,10,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.6728666,0.3271334,NA,0.6540267,0.34597327,NA,0.6540267,0.34597327,NA,0.5923109,0.407689077,NA,0.5902170,0.409782951,NA,0.5902170,0.409782951,NA,122122,2.2636971,3,2,1,0,1,2,0,2,1,2,0,1
"93",  93,  93, 6,1685, 8,"English","clouds",0.50,"circles",0.50,"squares",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,331,123,123,"polka-dotted",121212,"False",2,1,3, 9,22,22,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.6728666,0.3271334,NA,0.6728666,0.32713336,NA,0.6728666,0.32713336,NA,0.6254013,0.374598746,NA,0.6254013,0.374598746,NA,0.6254013,0.374598746,NA,121212,2.2820980,2,1,3,2,1,0,2,0,1,0,2,1
"94",  94,  94, 6, 670, 9,"English","clouds",0.00,"circles",1.00,"squares",0.50,"blue things",0.00,"red things",0.50,"green things",1.00,213,111,232,"solid",212211,"True",2,1,3,20, 1,17,NA,NA,NA,1.0000000,0.00000000,NA,0.6666700,0.00000000,0.33333000,0.5981820,0.4018180,NA,0.9057855,0.09421453,NA,0.6862000,0.06238000,0.25142000,0.5321673,0.467832661,NA,0.9940150,0.005984970,NA,0.6905400,0.004120000,0.305340000,212211,1.4137504,2,1,3,0,2,1,1,0,2,2,0,1
"95",  95,  95, 6,1891,10,"English","blue things",0.50,"red things",0.50,"green things",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,313,211,211,"square",123212,"False",1,3,2,21, 2, 2,NA,NA,NA,1.0000000,NA,NA,0.5000000,0.50000000,NA,0.6728666,0.3271334,NA,1.0000000,NA,NA,0.6728666,0.32713336,NA,0.5826058,0.417394174,NA,1.0000000,NA,NA,0.5826058,0.417394174,NA,123212,2.2396613,1,2,3,2,1,0,0,1,2,2,0,1
"96",  96,  96, 6,1613,11,"English","blue things",0.50,"red things",0.00,"green things",1.00,"solid things",0.50,"striped things",1.00,"polka-dotted things",0.05,223,232,131,"circle",211112,"True",1,3,2,23,17, 7,NA,NA,NA,0.9523781,0.04762186,NA,0.6666700,0.00000000,0.33333000,0.5981820,0.4018180,NA,0.8728456,0.12715436,NA,0.6862000,0.06238000,0.25142000,0.5403954,0.459604596,NA,0.9635652,0.036434818,NA,0.6880300,0.013600000,0.298370000,211211,1.4945968,1,2,3,1,0,2,1,2,0,2,1,0
"97",  97,  97, 6, 131,12,"English","clouds",1.00,"circles",0.50,"squares",0.00,"blue things",0.50,"red things",0.50,"green things",0.50,131,331,213,"polka-dotted",212111,"True",2,1,3, 7, 9,20,NA,NA,NA,0.5000000,0.50000000,NA,0.6666700,0.00000000,0.33333000,0.5981820,0.4018180,NA,0.5981820,0.40181799,NA,0.6862000,0.06238000,0.25142000,0.5418654,0.458134581,NA,0.5418654,0.458134581,NA,0.6888900,0.013980000,0.297130000,212111,1.8229912,2,3,1,2,0,1,0,2,1,0,2,1
"98",  98,  98, 6, 770,13,"English","solid things",0.00,"striped things",1.00,"polka-dotted things",0.50,"clouds",1.00,"circles",0.00,"squares",0.50,123,213,211,"green",211212,"True",3,2,1,22,20, 2,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,0.5981820,0.4018180,NA,0.8728456,0.12715436,NA,0.8728456,0.12715436,NA,0.5388723,0.461127694,NA,0.9571452,0.042854786,NA,0.9571452,0.042854786,NA,211212,1.4543520,3,2,1,2,0,1,1,0,2,0,1,2
"99",  99,  99, 6,1529,14,"English","clouds",0.50,"circles",0.05,"squares",1.00,"solid things",0.00,"striped things",0.50,"polka-dotted things",1.00,332,312,212,"red",322112,"True",3,1,2,18,12,11,NA,NA,NA,0.9523781,0.04762186,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,0.8571407,0.14285929,NA,0.9166604,0.08333958,NA,1.0000000,NA,NA,0.9619752,0.038024810,NA,0.9802448,0.019755198,NA,322112,1.4858061,3,1,2,1,0,2,2,1,0,2,0,1
"100", 100, 100, 6, 325,15,"English","clouds",0.50,"circles",0.50,"squares",0.50,"solid things",1.00,"striped things",0.00,"polka-dotted things",0.00,311,331,323,"blue",213211,"True",3,1,2, 3, 9,24,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,0.00000000,0.5981820,0.4018180,NA,1.0000000,NA,NA,0.6862000,0.06238000,0.25142000,0.5288903,0.471109711,NA,1.0000000,NA,NA,0.6778532,0.014009860,0.308136919,213211,1.4751979,3,1,2,0,2,1,2,0,1,0,2,1
